values,type,l0,l1,l2,l3
"['1. Basavana Pura', '1. Basavana Pura', '1. Basavana Pura', '1. Basavana Pura', '1.1. Rolling stone boulder', '1.1. Rolling stone boulder', '1.1. Rolling stone boulder', '1.1. Rolling stone boulder', '1. Basavana Pura', '1. Basavana Pura', '1.1. Rolling stone boulder', '1.1. Rolling stone boulder', '1.1. Rolling stone boulder']",area,,,,
"['Cerulean Cave (1f)', 'Route 14', 'Route 15']",area,,,,
"['Illinois Jacquet', 'Greg Lewis', 'Art Pepper', ""*# Lulu's Playground"", ""*# Lulu's Playground"", '# Vicky Mountain & James Allen', '# Robert Everest Expedition', '# Ticket to Brasil', 'Dizzy Gillespie', '*# Dorothy Doring & Phil Mattson', '*# Dorothy Doring & Phil Mattson', 'Russ Nolan']",artist,Context-Specific,,,
"['Boredoms', 'Boredoms', 'Boredoms', 'Boredoms', 'Boredoms', 'Boredoms', 'Boredoms', 'Boredoms', 'Boredoms']",artist,,,,
"['Deidre McCalla', 'Deidre McCalla', 'Deidre McCalla', 'Deidre McCalla', 'Deidre McCalla', 'Deidre McCalla', 'Deidre McCalla', 'Deidre McCalla', 'Deidre McCalla', 'Deidre McCalla']",artist,,,,
"['John Paul Joans', 'John Paul Joans']",artist,,,,
"['John Branham Starnes', 'John Branham Starnes', 'John Branham Starnes', 'John Branham Starnes', 'John Branham Starnes', 'John Branham Starnes']",artist,,,,
"['Rage', 'Crash Normal', 'Firewind', 'Tim Maia', 'Metal Church', 'Philip Sanderson', 'Liege Lord', 'Levon Vincent', 'Wrathchild America', 'Logos', 'The Gathering', 'Les Rallizes D̩nud̩s', 'Artillery', 'Ennio Morricone and Gruppo di Improvvisazione Nuova Consonanza', 'Sodom', 'Robert Miller', 'Kyuss', 'Os Novos Baianos', 'High on Fire', 'Psychadelic Horseshit', 'Riot', 'Fadensonnen', 'Nuclear Assault', 'Fadensonnen (continued)', 'Deceased', 'Vio-lence']",artist,,,,
"['Colbie Caillat', 'Colbie Caillat', 'Colbie Caillat', 'Colbie Caillat', 'Colbie Caillat', 'Colbie Caillat', 'Colbie Caillat', 'Colbie Caillat', 'Colbie Caillat', 'Colbie Caillat', 'Colbie Caillat', 'Colbie Caillat', 'Colbie Caillat', 'Colbie Caillat']",artist,,,,
"['ABC', 'Badly Drawn Boy', 'The Beach Boys', 'The Beach Boys', 'The Beach Boys', 'The Beatles', 'The Beatles', 'The Beatles', 'The Beatles', 'The Beatles', 'The Beatles', 'The Beautiful South', 'The Bee Gees', 'Chuck Berry', 'Beyoncé', 'Big Star', 'Bobby “Blue” Bland', 'David Bowie', 'David Bowie', 'Buffalo Springfield', 'Solomon Burke', 'R D Burman', 'Kate Bush', 'Kate Bush', 'Kate Bush', 'Carlton and the Shoes', 'James Carr', 'Johnny Cash', 'Nick Cave and the Bad Seeds', 'Ray Charles', 'The Chi-Lites', 'The Chi-Lites', 'The Clash', 'Judy Clay and William Bell', 'Coldplay', 'The Contours', 'Sam Cooke', 'Elvis Costello', 'Elvis Costello and the Attractions', 'The Crystals', 'The Cure', 'Def Leppard', 'Dion', 'Dion & the Belmonts', 'Fats Domino', 'Bob Dylan', 'Bob Dylan', 'Bob Dylan', 'Elbow', 'Bryan Ferry', 'Ella Fitzgerald', 'Roberta Flack', 'Aretha Franklin', 'Aretha Franklin', 'Frankie Goes to Hollywood', 'Patsy Gallant', 'Judy Garland', 'Marvin Gaye And Tammi Terrell', 'Marvin Gaye And Tammi Terrell', 'Steve Goodman', 'Al Green', 'Al Green', 'Al Green', 'Guns N’ Roses', 'Herman’s Hermits', 'Whitney Houston', 'Leroy Hutson', 'The Impressions', 'Gregory Isaacs', 'The Isley Brothers', 'Elton John', 'Grace Jones', 'Alicia Keys', 'Ben E King', 'The Kinks', 'KD Lang', 'Bob Lind', 'Bob Marley', 'Paul McCartney and Wings', 'Gwen McRae', 'Merrilee and the Turnabouts', 'Kylie Minogue', 'Joni Mitchell', 'Van Morrison', 'Randy Newman', 'Roy Orbison', 'Donny Osmond', 'Gram Parsons', 'Dolly Parton', 'Wilson Pickett', 'The Pop Group', 'Cole Porter', 'Elvis Presley', 'Elvis Presley', 'The Pretenders', 'Louis Prima and Keely Smith ', 'The Proclaimers', 'Queen', 'A R Rahman', 'The Righteous Brothers', 'Rihanna', 'Smokey Robinson and the Miracles', 'The Ronettes', 'Mark Ronson featuring Amy Winehouse', 'Todd Rundgren', 'The Shangri-Las', 'The Shirelles', 'Simon and Garfunkel', 'Frank Sinatra', 'Frank Sinatra', 'Frank Sinatra', 'Percy Sledge', 'Labi Siffre', 'Patti Smith', 'The Smiths', 'Sonny and Cher', 'Soul Brothers Six', 'The Spice Girls', 'The Spinners', 'Rod Stewart', 'The Stone Roses', 'Donna Summer', 'The Supremes', 'The Supremes', 'The Supremes', 'The Teenagers featuring Frankie Lymon', 'The Temptations', 'Them', 'Them/Van Morrison', 'Ike and Tina Turner', 'Twinkle', 'Dinah Washington', 'Jimmy Webb', 'Paul Weller', 'Andy Williams', 'Frank Wilson', 'Bill Withers', 'Neil Young', 'Neil Young', 'ABC', 'Abba', 'Ryan Adams', 'All Saints', 'Bill Allen and the Backbeats', 'Badfinger', 'Joan Baez', 'The Beatles', 'Belle and Sebastian', 'Blondie', 'Blondie', 'Bon Iver', 'Bonnie ‘Prince’ Billy and Matt Sweeney', 'David Bowie', 'David Bowie', 'Toni Braxton', 'Bright Eyes', 'Buzzcocks', 'Johnny Cash', 'Nick Cave', 'Vic Chesnutt', 'Kelly Clarkson', 'The Clash', 'Patsy Cline', 'Leonard Cohen', 'Coldplay', 'Phil Collins', 'The Communards', 'Elvis Costello ', 'Elvis Costello and the Attractions', 'Elvis Costello and the Attractions', 'The Crystals', 'The Cure', 'Karen Dalton', 'Derek and the Dominos', 'Duffy ', 'Bob Dylan', 'Bob Dylan', 'Bob Dylan', 'Bob Dylan', 'Bob Dylan', 'Bob Dylan', 'Snooks Eaglin', 'Steve Earle', 'Echo and the Bunnymen', 'Elbow', 'Everything But the Girl', 'Marianne Faithfull', 'Fleetwood Mac', 'Stephen Fretwell', 'Marvin Gaye', 'Gloria Gaynor', 'Glasvegas', 'Lesley Gore', 'Al Green', 'Halls and Oates', 'The Handsome Family', 'The House of Love', 'The Human League', 'The Jackson 5', 'Joe Jackson', 'Etta James', 'Skip James', 'Daniel Johnston', 'Elton John', 'Gloria Jones', 'Tom Jones', 'Janis Joplin and Big Brother and the Holding Company', 'Joy Division', 'Kelis', 'Alicia Keys', 'The Killers', 'BB King', 'Carole King', 'The Kinks', 'Bettye LaVette', 'John Lennon', 'Leona Lewis', 'Madonna', 'McAlmont and Butler', 'Van Morrison', 'Morrissey', 'The Mountain Goats', 'New Order', 'Sinead O’Connor', 'Mary Margaret O’Hara', 'Roy Orbison', 'Gram Parsons with Emmylou Harris', 'Gram Parsons', 'Dolly Parton', 'Ann Peebles', 'Katy Perry', 'Liz Phair', 'The Police', 'The Police', 'Elvis Presley', 'Elvis Presley', 'Dory Previn', 'Prince', 'Mohammed Rafi', 'Lou Reed', 'REM', 'REM', 'The Righteous Brothers', 'The Rolling Stones', 'The Rolling Stones', 'The Ronettes', 'Jimmy Ruffin', 'Arthur Russell', 'Carly Simon', 'Carly Simon', 'Paul Simon', 'Frank Sinatra', 'The Small Faces', 'The Smiths', 'The Smiths', 'Smog', 'Spiritualized', 'Dusty Springfield', 'Dusty Springfield', 'Rod Stewart', 'The Streets', 'The Strokes', 'The Supremes', 'The Supremes', 'Bettye Swann', 'Take That', 'TLC', 'U2', 'Luther Vandross', 'The Velvet Underground and Nico', 'Tom Waits', 'The Walker Brothers', 'Dionne Warwick', 'Kanye West', 'Kanye West', 'The Who', 'Hank Williams', 'Robbie Williams', 'Amy Winehouse', 'Amy Winehouse', 'Bill Withers', 'Bill Withers', 'Tammy Wynette', 'Neil Young', 'Ryan Adams', 'Aliotta Haynes Jeremiah', 'Bob Andy', 'The Animals', 'Arctic Monkeys', 'Roy Ayers', 'The Beach Boys', 'The Beatles', 'The Beatles', 'The Beatles', 'The Beatles', 'The Beatles', 'The Beatles', 'Tony Bennett', 'Chuck Berry', 'Chuck Berry', 'Chuck Berry', 'Mike Berry and the Outlaws', 'William Blake, Charles Hubert and Hastings Parry', 'Bobby Bland', 'Archie Bleyer', 'Blur', 'David Bowie', 'David Bowie', 'Jan Bradley', 'Billy Bragg', 'Jackie Brenston and His Delta Cats', 'Anne Briggs', 'Bronski Beat', 'The Byrds', 'Glen Campbell', 'Cab Calloway', 'The Cars', 'Martin Carthy', 'Johnny Cash', 'Johnny Cash', 'Manu Chao', 'Ray Charles', 'Ray Charles', 'Guy Clark', 'The Clash', 'Jimmy Cliff', 'The Coasters', 'Leonard Cohen', 'Leonard Cohen', 'Shirley Collins', 'Ry Cooder', 'Sam Cooke', 'Bing Crosby', 'Bobby Darin', 'Bobby Darin', 'Desmond Dekker', 'Dexys Midnight Runners', 'Bo Diddley', 'Dion', 'Donovan', 'Doves', 'The Drifters', 'Ian Dury', 'Bob Dylan', 'Bob Dylan', 'Bob Dylan', 'Steve Earle', 'Elbow', 'The Fall', 'The Flying Burrito Brothers', 'Peter Gabriel', 'The Good, the Bad and the Queen', 'Judy Garland', 'Woody Guthrie', 'Merle Haggard', 'Tim Hardin', 'Emmylou Harris ', 'Richard Hawley', 'Heinz', 'The Jam', 'Eddie Jefferson', 'Janis Joplin', 'Robert Johnson', 'Louis Jordan and His Tympany Five', 'Ben E King', 'Nat King Cole', 'The Kinks', 'The Kinks', 'The Kinks', 'Lord Kitchener', 'Kraftwerk', 'Lemon Jelly', 'The Louvin Brothers', 'Lynyrd Skynyrd', 'The Mamas and the Papas', 'Bob Marley and the Wailers', 'Sam Mayo', 'Don McLean', 'Memphis Minnie', 'Mississippi John Hurt', 'Marilyn Monroe', 'Van Morrison', 'Willie Nelson', 'Gary Numan', 'Randy Newman', 'Randy Newman', 'Randy Newman', 'Nilsson', 'Roy Orbison', 'Roy Orbison', 'Pentangle', 'Pet Shop Boys', 'Pet Shop Boys', 'Wilson Pickett', 'Pink Floyd', 'The Pogues', 'The Pogues', 'Elvis Presley', 'PJ Proby', 'Pulp', 'Jimmy Reed', 'Lou Reed', 'Jonathan Richman and the Modern Lovers', 'Jeannie C Riley ', 'Jimmie Rodgers', 'The Rolling Stones', 'The Rolling Stones', 'Mitch Ryder and the Detroit Wheels', 'Bim Sherman', 'Paul Simon', 'Paul Simon', 'Simon and Garfunkel', 'Simon and Garfunkel', 'Frank Sinatra', 'Nancy Sinatra and Lee Hazlewood', 'Bruce Springsteen', 'Squeeze', 'The Stanley Brothers', 'Steppenwolf', 'Thin Lizzy', 'Toots and the Maytals', 'Townes Van Zandt', 'The Undertones', 'Tom Waits', 'Tom Waits', 'Dionne Warwick', 'Paul Weller', 'Stevie Wonder', 'Stevie Wonder', 'Aaliyah', 'Abba', 'AC/DC', 'Aerosmith', 'Lily Allen', 'Arctic Monkeys', 'Au Pairs', 'The Beatles', 'The Beatles', 'Chuck Berry', 'Big Star', 'Jane Birkin and Serge Gainsbourg', 'Blur', 'Bonzo Dog Doo-Dah Band', 'Boys Town Gang', 'James Brown', 'Tim Buckley', 'Buzzcocks', 'The Byrds', 'Elvis Costello and the Attractions', 'Elvis Costello and the Attractions', 'CSS', 'D’Angelo', 'Destiny’s Child', 'Dexys Midnight Runners', 'Divinyls', 'Ian Dury and the Blockheads', 'Bob Dylan', 'Bob Dylan', 'The Eagles', 'Elastica', 'Elastica', 'Eurythmics', 'The Faces', 'The Flirts', 'Frankie Goes to Hollywood', 'Peter Gabriel', 'Marvin Gaye', 'Marvin Gaye', 'Bobbie Gentry', 'Grinderman', 'Happy Mondays', 'The Hidden Cameras', 'Hot Chocolate', 'Whitney Houston', 'The Isley Brothers', 'Millie Jackson', 'Wanda Jackson', 'Etta James', 'Rick James', 'Tommy James and the Shondells', 'Grace Jones', 'Kelis', 'R Kelly', 'My Neck, My Back (Lick It)', 'Carole King', 'Kings of Leon', 'Kiss', 'Labelle', 'JC Lodge', 'Kris Kristofferson', 'Led Zeppelin', 'Jerry Lee Lewis', 'Lil’ Louis', 'Little Richard', 'The Lovin’ Spoonful', 'Loretta Lynn', 'Kirsty MacColl', 'Madonna', 'MGMT', 'George Michael', 'George Michael', 'Missy Elliott', 'Missy Elliott', 'Joni Mitchell', 'Mr Vegas', 'Naughty by Nature', 'Me’Shell Ndegeocello', 'Randy Newman', 'New Order', 'Nine Inch Nails', 'The Normal', 'Owen and Leon', 'Kellee Patterson', 'Billy Paul', 'Peaches', 'Pixies', 'The Police', 'Prince', 'Prince', 'Prince and the Revolution', 'Prince and the Revolution', 'Jamie Principle', 'Pulp', 'Pulp', 'Pulp', 'Martha and the Vandellas', 'Rhythim Is Rhythim', 'Minnie Riperton', 'The Rolling Stones', 'The Rolling Stones', 'Max Romeo', 'Diana Ross and the Supremes', 'Roxy Music', 'Salt-n-Pepa', 'Sam and Dave', 'Shangri-Las', 'Nancy Sinatra and Lee Hazlewood', 'Small Faces', 'The Smiths', 'Bessie Smith', 'Elliott Smith', 'Soul Sisters', 'Britney Spears', 'Bruce Springsteen', 'Rod Stewart', 'The Stooges', 'Barbra Streisand and Barry Gibb', 'Suede', 'Suede', 'Donna Summer', 'Tone Loc', 'T Rex', 'The Troggs', 'TLC', 'Big Joe Turner', 'Tweet', 'U2', 'The Vapors', 'The Velvet Underground', 'The Who', '!!!', 'Antony and the Johnsons', 'Arcade Fire', 'Louis Armstrong', 'Roy Bailey', 'The Beach Boys', 'Carl Bean', 'The Beat', 'The Beatles', 'The Beatles', 'Black Sabbath', 'Blue Mink', 'Body Count', 'Eric Bogle', 'Boogie Down Productions', 'Bright Eyes', 'Bronski Beat', 'Billy Bragg', 'James Brown', 'Burning Spear', 'Kate Bush', 'Ian Campbell Folk Group', 'Martin Carthy', 'Manu Chao', 'The Clash', 'The Clash', 'Jarvis Cocker', 'John Coltrane', 'Sam Cooke', 'Julian Cope', 'Elvis Costello', 'Bing Crosby', 'Crosby, Stills, Nash and Young', 'Dan Le Sac vs Scroobius Pip', 'Dead Kennedys', 'The Decemberists', 'The Disposable Heroes of Hiphoprisy', 'Dixie Chicks', 'Bob Dylan', 'Bob Dylan', 'Bob Dylan', 'Bob Dylan', 'Bob Dylan', 'Steve Earle', 'Eminem', 'Faith No More', 'Frankie Goes To Hollywood', 'Aretha Franklin', 'Bobby Fuller Four', 'Dick Gaughan', 'Marvin Gaye', 'Marvin Gaye', 'Grandmaster Flash and the Furious Five', 'Cast of Grange Hill', 'Green Day', 'Woody Guthrie', 'Merle Haggard', 'Mick Hanly with Christy Moore', 'Paul Hardcastle', 'Jimi Hendrix', 'Heaven 17', 'Billie Holliday', 'The Impressions', 'The Impressions', 'The Jam', 'The Jam', 'Country Joe and the Fish', 'The Kinks', 'Fela Kuti', 'Talib Kweli', 'Leadbelly', 'John Lennon', 'Ewan MacColl', 'Barry McGuire', 'Madonna', 'Johnny Mandel', 'Bob Marley', 'Bob Marley and the Wailers', 'MC5', 'Joni Mitchell', 'The Mothers of Invention', 'Junior Murvin', 'Randy Newman', 'NWA', 'Phil Ochs', 'Pixies', 'The Pogues', 'Elvis Presley', 'Primal Scream', 'Prince', 'John Prine', 'Public Enemy', 'Public Enemy', 'Rage Against the Machine', 'Blind Alfred Reed', 'REM', 'Tom Robinson', 'The Rolling Stones', 'Diana Ross', 'Buffy Sainte-Marie', 'Nitin Sawhney', 'Gil Scott-Heron', 'Pete Seeger', 'Peggy Seeger', 'Sex Pistols', 'Sex Pistols', 'Sham 69', 'Sheffield Socialist Choir', 'Nina Simone', 'Sly and the Family Stone', 'Sonic Youth', 'Spacemen 3', 'The Specials', 'The Special AKA', 'Bruce Springsteen and the E Street Band', 'Bruce Springsteen', 'Edwin Starr', 'Steppenwolf', 'Stiff Little Fingers', 'Super Furry Animals', 'The Staple Singers', 'Cat Stevens', 'Rod Stewart', 'System Of A Down', 'Richard Thompson', 'Peter Tosh', 'Tupac', 'U2', 'USA for Africa', 'The Wailers', 'Tom Waits', 'Scott Walker', 'Wham!', 'The Who', 'Stevie Wonder', 'Chris Wood', 'World Domination Enterprises', 'Robert Wyatt', 'Thom Yorke', 'Neil Young', 'Neil Young', 'Abyssinians', 'Aerosmith', 'Arctic Monkeys', 'Louis Armstrong', 'Louis Armstrong', 'The Beach Boys', 'The Beatles', 'The Beatles', 'Look Up', 'Black Sabbath', 'The Blue Nile', '(Don’t Fear) The Reaper', 'Blur', 'David Bowie', 'David Bowie', 'Kate Bush', 'The Byrds', 'John Cale and Lou Reed', 'The Carter Family', 'Nick Cave and the Bad Seeds', 'Chairmen of the Board', 'If I Could Turn Back Time', 'Eddie Cochran', 'John Coltrane Quartet', 'Alice Cooper', 'The Congos', 'Elvis Costello and the Imposters', 'Kid Creole and the Coconuts', 'My Favourite Girl', 'The Crickets', 'The Cure', 'Depeche Mode', 'Chris Difford', 'Mark Dinning', 'Donovan', 'Lee Dorsey', 'Nick Drake', 'Herman Düne', 'Bob Dylan', 'Bob Dylan', 'Bob Dylan', 'Bob Dylan', 'Bob Dylan', 'Steve Earle', 'The Everly Brothers', 'Ella Fitzgerald', 'Warren G and Nate Dogg', 'Marvin Gaye', 'Bobbie Gentry', 'Geto Boys', 'Astrud Gilberto', 'Al Green', 'Norman Greenbaum', 'Merle Haggard', 'George Harrison', 'Screamin’ Jay Hawkins', 'The Jimi Hendrix Experience', 'The Hold Steady', 'Billie Holiday', 'Hüsker Dü', 'Ice Cube', 'Inner City', 'The Number of the Beast', 'Terry Jacks', 'Needle of Death', 'Anthony Johnson', 'LCD Soundsystem', 'LCD Soundsystem', 'Led Zeppelin', 'John Lennon', 'Barrington Levy', 'The Louvin Brothers', 'Love', 'Baggy Trousers', 'Manic Street Preachers', 'John Martyn', 'Massive Attack', 'Metallica', 'Nas', 'Naturally 7', 'Randy Newman', 'Nirvana', 'The Notorious BIG', 'The Notorious BIG', 'Gilbert O’Sullivan', 'Live Forever', 'Orbital', 'OutKast', 'Dolly Parton', 'Pink Floyd', 'The Police', 'Portishead', 'Portishead', 'Lloyd Price', 'Radiohead', 'Otis Redding', 'The Rolling Stones', 'Scarface', 'Paul Simon', 'Nina Simone', 'Frank Sinatra', 'Patti Smith', 'Smog', 'Sonic Youth', 'Bruce Springsteen', 'Ralph Stanley', 'Talking Heads', 'Talking Heads', 'The The', 'Irma Thomas', 'Richard and Linda Thompson', 'Tupac', 'Tupac - as Makaveli', 'U2', 'U2', 'Frankie Valli and the Four Seasons', 'The Velvet Underground', 'Loudon Wainwright III', 'Tom Waits', 'The Waterboys', 'Mae West', 'Paul Westerberg', 'Bill Withers', 'Scott Walker', 'Paul Weller', 'Hank Williams', 'Hank Williams', 'Stevie Wonder', 'X-Ray Spex', 'Old Man', 'Keep Me in Your Heart', '808 State', 'Abba', 'AC/DC', 'Afroman', 'Althea and Donna', 'Aphex Twin', 'Arctic Monkeys', 'The Artful Dodger featuring Craig David', 'Ashford and Simpson', 'ATB', 'The B-52’s', 'Baccara', 'Beastie Boys', 'Bee Gees', 'Archie Bell and the Drells', 'Benga and Coki', 'Björk', 'Hamilton Bohannon', 'David Bowie', 'Laura Branigan', 'Johnny Bristol', 'Cannibal and the Headhunters', 'Captain and Tennille ', 'Irene Cara', 'Johnny Cash', 'Ray Charles', 'Chic', 'Class Action', 'Commodores', 'Arthur Conley', 'Cornershop', 'The Cramps', 'Crystal Mansion', 'Daft Punk', 'Roy Davis Jr', 'Deee-Lite', 'Depeche Mode', 'Devo', 'Manu Dibango', 'Dillinger', 'Doobie Brothers', 'Ian Dury and the Blockheads', 'Earth, Wind and Fire', 'Electribe 101', 'Electric Light Orchestra', 'Shirley Ellis', 'Fatman Scoop featuring the Crooklyn Clan', 'First Choice', 'Flanders and Swann', 'Flight of the Conchords', 'Funkadelic', 'Girls Aloud', 'Gorillaz', 'Half Man Half Biscuit', 'Herbie Hancock', 'Happy Mondays', 'Richie Havens', 'Hot Chip', 'House of Pain', 'Indeep', 'Michael Jackson', 'Michael Jackson', 'Joan Jett and the Blackhearts', 'Grace Jones', 'Grace Jones', 'Spike Jones and His City Slickers', 'Joy Division', 'Justice v Simian', 'Janet Kay', 'The Kingsmen', 'Klaxons', 'The Knack', 'Kraftwerk', 'George Kranz', 'Fela Kuti', 'Bappi Lahiri/Parvati Khan', 'Cyndi Lauper', 'Lethal Bizzle', 'LFO', 'The Libertines', 'Loose Joints', 'Lulu', 'M', 'Maceo and the Macks', 'Machine', 'Madonna', 'Madonna', 'Madonna', 'George McCrae', 'Malcolm McLaren', 'Curtis Mayfield', 'Grandmaster Melle Mel', 'MGMT', 'MIA', 'Missy Elliott', 'Dudley Moore and Peter Cook', 'Nelly', 'New Order', 'Randy Newman', 'The Nolans', 'Oasis', 'Ol’ Dirty Bastard', 'OutKast', 'Phuture', 'Pigbag', 'Tullio De Piscopo', 'Pitman', 'The Pogues', 'The Pointer Sisters', 'The Pretenders', 'Primal Scream', 'Prince', 'Prince', 'The Prodigy', 'Tito Puente', 'Pulp', 'Queen', 'Queens of the Stone Age', 'The Rapture', 'Lionel Richie', 'Ce Ce Rogers', 'Roots Manuva', 'Roxy Music', 'Rose Royce', 'Rufus featuring Chaka Khan', 'Sapan Chakraborty', 'Salsoul Orchestra', 'Gil Scott-Heron', 'Max Sedgley', 'Selector', 'Shannon', 'Artie Shaw', 'Pluto Shervington', 'Nina Simone', 'Sister Sledge', 'Sister Sledge', 'Skee-Lo', 'Sly and the Family Stone', 'The Specials', 'Sylvester', 'Wayne Smith', 'The Smiths', 'Soft Cell', 'Sparks', 'The Spencer Davis Group', 'Candi Staton', 'Sueño Latino', 'The Sundown Playboys', 'The Surfaris', 'The Sugarhill Gang', 'T-Connection', 'Tears for Fears', 'The Temptations', 'The Ting Tings', 'The Trammps', 'Vampire Weekend', 'War', 'West Street Mob', 'The Who', 'Esther Williams', 'Jackie Wilson', 'Larry Young']",artist,,,,
